EventIndex,Time,SkeletonId,HandLeftConfidence,HandLeftState,HandRightConfidence,HandRightState,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ,Joint,Status,PositionX,PositionY,PositionZ,RotationW,RotationX,RotationY,RotationZ
0,297877,72057594037954455,INFERRED,UNKNOWN,INFERRED,UNKNOWN,SpineBase,TRACKED,0.1098178,-0.2559871,1.950723,-0.05256575,-0.01055978,0.9876585,0.1471595,SpineMid,TRACKED,0.1080592,0.05619346,2.045963,-0.05636713,-0.01112616,0.9874489,0.1471177,Neck,TRACKED,0.1056285,0.3556727,2.126553,-0.06010752,-0.01194013,0.9911851,0.1174589,Head,TRACKED,0.09976959,0.4853705,2.163156,0,0,0,0,ShoulderLeft,TRACKED,-0.06216611,0.2221766,2.12065,-0.05601422,0.8058555,-0.5735865,-0.1358602,ElbowLeft,TRACKED,-0.1063314,-0.01669879,2.074899,-0.1294971,0.752465,-0.00759194,-0.6457316,WristLeft,TRACKED,-0.09747026,-0.1218478,1.847644,-0.4787539,0.7632711,0.2469131,-0.3567154,HandLeft,TRACKED,-0.0966168,-0.1857194,1.750817,-0.4264358,0.7954975,0.2069801,-0.3774857,ShoulderRight,TRACKED,0.2775847,0.2351852,2.079768,-0.1310055,0.7934722,0.593067,0.03886915,ElbowRight,TRACKED,0.3377991,-0.0008860822,2.046467,-0.1361629,0.693796,0.03788655,0.7061666,WristRight,TRACKED,0.3901444,-0.1884824,1.893389,-0.3458898,0.9166957,0.04139715,0.1957437,HandRight,TRACKED,0.274777,-0.2141098,1.739013,-0.5627269,0.7488912,-0.3426815,-0.07120311,HipLeft,TRACKED,0.03197419,-0.2509693,1.919836,0.233957,-0.6847605,0.6893245,-0.03462714,KneeLeft,TRACKED,0.01598239,-0.6101114,1.790089,0.1305478,-0.6553009,-0.1145262,0.7351339,AnkleLeft,INFERRED,0.02040461,-0.9997865,1.729598,0.047435,-0.6688716,-0.0608167,0.7393659,FootLeft,INFERRED,0.006235654,-1.014778,1.581445,0,0,0,0,HipRight,TRACKED,0.1829995,-0.2507967,1.902903,-0.291737,0.6763678,0.6667259,-0.113546,KneeRight,TRACKED,0.2314005,-0.6174117,1.772618,-0.1669115,0.7250315,-0.06789544,0.6647255,AnkleRight,INFERRED,0.2709713,-0.9943594,1.7143,-0.09135959,0.7367765,-0.01302845,0.669809,FootRight,INFERRED,0.2599486,-1.010152,1.566006,0,0,0,0,SpineShoulder,TRACKED,0.1063485,0.2823826,2.10889,-0.06020116,-0.01188823,0.9889735,0.134781,HandTipLeft,TRACKED,-0.1109224,-0.2315638,1.684202,0,0,0,0,ThumbLeft,TRACKED,-0.1566253,-0.1453996,1.730875,0,0,0,0,HandTipRight,TRACKED,0.2682039,-0.2375206,1.668442,0,0,0,0,ThumbRight,TRACKED,0.2881472,-0.1590487,1.674031,0,0,0,0
1,637189,72057594037954455,INFERRED,UNKNOWN,INFERRED,UNKNOWN,SpineBase,TRACKED,0.1097872,-0.2560894,1.950979,-0.0520942,-0.01049102,0.9876081,0.1476692,SpineMid,TRACKED,0.108045,0.05607285,2.046561,-0.05599752,-0.01107463,0.9873946,0.1476266,Neck,TRACKED,0.1056707,0.355543,2.127555,-0.05985563,-0.0118284,0.9911234,0.1181177,Head,TRACKED,0.1001151,0.4850965,2.164334,0,0,0,0,ShoulderLeft,TRACKED,-0.06215584,0.222162,2.120878,-0.0578501,0.8058109,-0.573629,-0.135174,ElbowLeft,TRACKED,-0.107662,-0.01676777,2.077952,-0.1272999,0.7347194,-0.009950561,-0.6662455,WristLeft,TRACKED,-0.1113611,-0.1248412,1.85199,-0.4616061,0.7253939,0.2668475,-0.4353342,HandLeft,TRACKED,-0.1014597,-0.1843027,1.750763,-0.4079738,0.7560605,0.2849711,-0.4251133,ShoulderRight,TRACKED,0.2773055,0.2346755,2.080078,-0.1325484,0.7942044,0.5917771,0.03834109,ElbowRight,TRACKED,0.3386692,-0.001323899,2.05143,-0.122554,0.7948478,0.06615504,0.5906106,WristRight,TRACKED,0.3076118,-0.1161916,1.83106,-0.4907632,0.7581425,0.1726945,-0.3931259,HandRight,TRACKED,0.2760291,-0.1867774,1.730518,-0.4601239,0.7661074,0.1002006,-0.4374076,HipLeft,TRACKED,0.0319793,-0.2511673,1.920024,0.2344306,-0.6851703,0.6887534,-0.03468164,KneeLeft,TRACKED,0.01593274,-0.6106842,1.790281,0.1305272,-0.6556661,-0.1143024,0.7348467,AnkleLeft,INFERRED,0.02077646,-0.9999804,1.729698,0.04718493,-0.6691655,-0.06130012,0.739076,FootLeft,INFERRED,0.006754586,-1.014937,1.581521,0,0,0,0,HipRight,TRACKED,0.1829448,-0.2507882,1.903308,-0.2918414,0.6760195,0.6671795,-0.1126849,KneeRight,TRACKED,0.2318787,-0.6212641,1.772653,-0.1660596,0.724898,-0.06711583,0.6651635,AnkleRight,INFERRED,0.2705325,-0.9944114,1.714339,-0.0914617,0.7366338,-0.01407173,0.6699309,FootRight,INFERRED,0.2595087,-1.009941,1.565968,0,0,0,0,SpineShoulder,TRACKED,0.1063726,0.2822525,2.109791,-0.05994382,-0.01180821,0.9889045,0.1354077,HandTipLeft,TRACKED,-0.1136187,-0.2367375,1.680719,0,0,0,0,ThumbLeft,TRACKED,-0.1667747,-0.147394,1.7325,0,0,0,0,HandTipRight,TRACKED,0.2798442,-0.2112588,1.660179,0,0,0,0,ThumbRight,TRACKED,0.2351424,-0.1542075,1.693657,0,0,0,0
2,967164,72057594037954455,INFERRED,UNKNOWN,INFERRED,UNKNOWN,SpineBase,TRACKED,0.1095927,-0.2561618,1.951433,-0.05163408,-0.01024152,0.9876254,0.147733,SpineMid,TRACKED,0.1079696,0.05587526,2.04701,-0.05530328,-0.01079036,0.9874268,0.1476939,Neck,TRACKED,0.1057238,0.3552012,2.127984,-0.05892981,-0.01149624,0.9911782,0.1181563,Head,TRACKED,0.1006452,0.4849242,2.165494,0,0,0,0,ShoulderLeft,TRACKED,-0.06201046,0.2221076,2.120948,-0.05856331,0.8056437,-0.5739815,-0.1343644,ElbowLeft,TRACKED,-0.1088577,-0.01685537,2.081073,-0.1246645,0.7325246,-0.01572751,-0.6690434,WristLeft,TRACKED,-0.113346,-0.120816,1.853147,-0.4954592,0.7636974,0.2169336,-0.3524575,HandLeft,TRACKED,-0.1074134,-0.1770718,1.746214,-0.4615618,0.7840274,0.2333421,-0.3432393,ShoulderRight,TRACKED,0.2767955,0.2339173,2.08073,-0.1321681,0.7951704,0.5905323,0.03882356,ElbowRight,TRACKED,0.3396206,-0.001759884,2.0545,-0.1204996,0.7945402,0.07156003,0.5908173,WristRight,TRACKED,0.3080128,-0.1148798,1.833278,-0.4889477,0.7444085,0.1873843,-0.4143346,HandRight,TRACKED,0.2785435,-0.1808963,1.728483,-0.4730978,0.7463081,0.1300392,-0.4497693,HipLeft,TRACKED,0.0317966,-0.2512711,1.920395,0.2346658,-0.6852914,0.6885329,-0.03507127,KneeLeft,TRACKED,0.01589981,-0.611136,1.790667,0.1303166,-0.6560881,-0.1142517,0.7345152,AnkleLeft,INFERRED,0.02090745,-1.000061,1.729712,0.04744356,-0.6698208,-0.06179729,0.7384242,FootLeft,INFERRED,0.007160764,-1.014881,1.581465,0,0,0,0,HipRight,TRACKED,0.1827734,-0.2508132,1.903859,-0.2916979,0.6759014,0.6674531,-0.1121427,KneeRight,TRACKED,0.2316145,-0.6195419,1.773463,-0.1664397,0.72447,-0.06737151,0.6655089,AnkleRight,INFERRED,0.2706195,-0.9943926,1.714859,-0.09162213,0.7360284,-0.01400231,0.6705756,FootRight,INFERRED,0.2598675,-1.009928,1.566475,0,0,0,0,SpineShoulder,TRACKED,0.106392,0.2819483,2.110226,-0.05901365,-0.01148123,0.9889567,0.1354635,HandTipLeft,TRACKED,-0.1074203,-0.2317365,1.684328,0,0,0,0,ThumbLeft,TRACKED,-0.1750205,-0.1471059,1.719308,0,0,0,0,HandTipRight,TRACKED,0.2822904,-0.2255182,1.67629,0,0,0,0,ThumbRight,TRACKED,0.2258473,-0.1528307,1.690861,0,0,0,0
3,1297730,72057594037954455,INFERRED,UNKNOWN,INFERRED,UNKNOWN,SpineBase,TRACKED,0.1095101,-0.2563057,1.951775,-0.05161139,-0.01017481,0.9875883,0.1479937,SpineMid,TRACKED,0.1079366,0.05571755,2.047526,-0.05516885,-0.01070789,0.9873959,0.147956,Neck,TRACKED,0.1057691,0.3550333,2.128635,-0.05869316,-0.01133554,0.991171,0.1183499,Head,TRACKED,0.1009271,0.4848069,2.166531,0,0,0,0,ShoulderLeft,TRACKED,-0.06080282,0.2222329,2.121276,-0.0590804,0.8058913,-0.5736392,-0.1341148,ElbowLeft,TRACKED,-0.110139,-0.01650443,2.084792,-0.1233015,0.7269954,-0.02315801,-0.6750838,WristLeft,TRACKED,-0.1195674,-0.1227692,1.858131,-0.498075,0.7695992,0.1995649,-0.3461392,HandLeft,TRACKED,-0.1125023,-0.1706377,1.752729,-0.4855378,0.7763444,0.2405919,-0.3219594,ShoulderRight,TRACKED,0.2760644,0.2332722,2.081284,-0.132411,0.7962847,0.5889805,0.03872689,ElbowRight,TRACKED,0.3401982,-0.002103237,2.058034,-0.1173633,0.7940916,0.07738827,0.5913168,WristRight,TRACKED,0.3078279,-0.1131882,1.835863,-0.4870169,0.8232001,-0.2026902,0.2099349,HandRight,TRACKED,0.2801017,-0.1729087,1.733961,-0.4452379,0.8426719,-0.2358848,0.1898041,HipLeft,TRACKED,0.03170221,-0.2514139,1.920738,0.2347946,-0.6852981,0.6884907,-0.03490696,KneeLeft,TRACKED,0.01597087,-0.6114569,1.790854,0.1302285,-0.6561326,-0.1144802,0.7344555,AnkleLeft,INFERRED,0.02063287,-1.000147,1.729605,0.04805823,-0.669942,-0.06180191,0.738274,FootLeft,INFERRED,0.006916749,-1.014849,1.581326,0,0,0,0,HipRight,TRACKED,0.182726,-0.2509476,1.904207,-0.2918074,0.6759158,0.6674387,-0.1118562,KneeRight,TRACKED,0.2314159,-0.6188389,1.773756,-0.1666993,0.7243872,-0.06771054,0.6654997,AnkleRight,INFERRED,0.2706701,-0.9944581,1.714932,-0.09185811,0.7357629,-0.01395984,0.6708354,FootRight,INFERRED,0.260038,-1.009969,1.56654,0,0,0,0,SpineShoulder,TRACKED,0.1064157,0.2817809,2.110849,-0.05877276,-0.01133978,0.9889407,0.1356963,HandTipLeft,TRACKED,-0.1165122,-0.2158851,1.68244,0,0,0,0,ThumbLeft,TRACKED,-0.1735438,-0.1339527,1.726087,0,0,0,0,HandTipRight,TRACKED,0.3003379,-0.2112713,1.66922,0,0,0,0,ThumbRight,TRACKED,0.3245514,-0.1165864,1.70519,0,0,0,0
4,1637327,72057594037954455,INFERRED,UNKNOWN,INFERRED,UNKNOWN,SpineBase,TRACKED,0.1095317,-0.2564612,1.952643,-0.04595847,-0.00943136,0.9878873,0.1479109,SpineMid,TRACKED,0.1078879,0.0554537,2.048268,-0.05179498,-0.01030518,0.9875984,0.1478526,Neck,TRACKED,0.1056702,0.3546796,2.129216,-0.05765602,-0.01127195,0.9912607,0.1181145,Head,TRACKED,0.1012466,0.4843884,2.167381,0,0,0,0,ShoulderLeft,TRACKED,-0.06043102,0.2221446,2.121347,-0.06000248,0.8059915,-0.5736985,-0.1328435,ElbowLeft,TRACKED,-0.1118905,-0.01657251,2.092114,-0.1156032,0.7271047,-0.03644368,-0.6757414,WristLeft,TRACKED,-0.1204711,-0.1182257,1.86325,-0.4998438,0.7556509,0.2175162,-0.3630901,HandLeft,TRACKED,-0.1155101,-0.162827,1.753968,-0.4975203,0.7563935,0.2523969,-0.3415233,ShoulderRight,TRACKED,0.2748986,0.2328234,2.082178,-0.13208,0.7969703,0.5881112,0.03896464,ElbowRight,TRACKED,0.3409015,-0.002043375,2.062806,-0.1135664,0.7929863,0.08520024,0.5924662,WristRight,TRACKED,0.3084984,-0.111759,1.839941,-0.4984073,0.7473655,0.1805748,-0.4005342,HandRight,TRACKED,0.2843702,-0.1645885,1.732723,-0.5096802,0.7371054,0.153628,-0.4162933,HipLeft,TRACKED,0.0316796,-0.2514451,1.920968,0.2369773,-0.6846923,0.688207,-0.03754165,KneeLeft,TRACKED,0.01592068,-0.6119705,1.791317,0.1305605,-0.6603707,-0.1133606,0.7307625,AnkleLeft,INFERRED,0.02072946,-1.000186,1.729643,0.04839167,-0.6705799,-0.06235093,0.7376269,FootLeft,INFERRED,0.007282794,-1.014729,1.581291,0,0,0,0,HipRight,TRACKED,0.1828954,-0.2513064,1.906141,-0.2882774,0.6773363,0.6682194,-0.1076776,KneeRight,TRACKED,0.2317497,-0.6219722,1.77424,-0.1665281,0.7205018,-0.06924581,0.6695899,AnkleRight,INFERRED,0.2710046,-0.9946588,1.716441,-0.09157402,0.7350819,-0.01325212,0.6716348,FootRight,INFERRED,0.2606931,-1.010231,1.568049,0,0,0,0,SpineShoulder,TRACKED,0.1063278,0.2814466,2.111473,-0.05773744,-0.01127135,0.9890288,0.1355045,HandTipLeft,TRACKED,-0.1195827,-0.1985176,1.687357,0,0,0,0,ThumbLeft,TRACKED,-0.1779245,-0.1146512,1.739625,0,0,0,0,HandTipRight,TRACKED,0.2949684,-0.2009178,1.644662,0,0,0,0,ThumbRight,TRACKED,0.2492804,-0.1249435,1.703243,0,0,0,0
5,1968426,72057594037954455,INFERRED,UNKNOWN,INFERRED,UNKNOWN,SpineBase,TRACKED,0.1095963,-0.2567692,1.953189,-0.04395586,-0.009228373,0.9879866,0.1478686,SpineMid,TRACKED,0.1078881,0.05517749,2.048784,-0.05075923,-0.01024655,0.9876605,0.1478015,Neck,TRACKED,0.1056203,0.3544366,2.129657,-0.05761559,-0.01133116,0.9912822,0.1179476,Head,TRACKED,0.1014907,0.4841547,2.16845,0,0,0,0,ShoulderLeft,TRACKED,-0.06002954,0.2218613,2.121631,-0.06019938,0.8063464,-0.5732614,-0.1324872,ElbowLeft,TRACKED,-0.1130348,-0.01634863,2.098379,0.1109116,-0.6997502,0.04284811,0.7044233,WristLeft,TRACKED,-0.1421575,-0.1308074,1.877689,-0.4786811,0.7335883,0.2054896,-0.4364477,HandLeft,TRACKED,-0.1239466,-0.1509217,1.763284,-0.5277917,0.6884097,0.3686469,-0.3341068,ShoulderRight,TRACKED,0.2741415,0.232178,2.082509,-0.132258,0.7979559,0.5867676,0.0384427,ElbowRight,TRACKED,0.3396727,0.0004938967,2.024857,-0.1752936,0.7885829,0.0370638,0.5882478,WristRight,TRACKED,0.3205597,-0.1152541,1.803609,-0.1293351,0.2837346,-0.5021664,0.8065953,HandRight,TRACKED,0.3031105,-0.1515815,1.72639,-0.0843525,0.3115357,-0.5332478,0.7819699,HipLeft,TRACKED,0.03170895,-0.2517264,1.921219,0.2379387,-0.6845486,0.6879525,-0.03872593,KneeLeft,TRACKED,0.01560769,-0.6126908,1.791783,0.1307938,-0.6618349,-0.112479,0.7295314,AnkleLeft,INFERRED,0.02098903,-1.000407,1.729395,0.04853249,-0.6707335,-0.06356861,0.7373739,FootLeft,INFERRED,0.007659324,-1.014719,1.580971,0,0,0,0,HipRight,TRACKED,0.183017,-0.2515808,1.907027,-0.2872303,0.6773794,0.668848,-0.1062931,KneeRight,TRACKED,0.2313944,-0.6191989,1.775097,-0.1672527,0.7189468,-0.07059627,0.6709384,AnkleRight,INFERRED,0.2706278,-0.9947947,1.716425,-0.09168988,0.7351856,-0.0139273,0.6714917,FootRight,INFERRED,0.2602436,-1.010285,1.568018,0,0,0,0,SpineShoulder,TRACKED,0.106289,0.2811939,2.111937,-0.05769728,-0.01134221,0.9890474,0.1353793,HandTipLeft,TRACKED,-0.1268094,-0.1984507,1.690953,0,0,0,0,ThumbLeft,TRACKED,-0.1918146,-0.1180528,1.754072,0,0,0,0,HandTipRight,TRACKED,0.3046723,-0.1896486,1.658014,0,0,0,0,ThumbRight,TRACKED,0.3742778,-0.2028106,1.773222,0,0,0,0
6,2297921,72057594037954455,INFERRED,UNKNOWN,INFERRED,UNKNOWN,SpineBase,TRACKED,0.109854,-0.2573059,1.954572,-0.0439746,-0.009382702,0.9879825,0.1478809,SpineMid,TRACKED,0.1080485,0.05463315,2.050179,-0.05050729,-0.01036045,0.9876701,0.1478156,Neck,TRACKED,0.1056924,0.3538935,2.13099,-0.05708359,-0.01140102,0.9913306,0.1177925,Head,TRACKED,0.1016446,0.4835246,2.170181,0,0,0,0,ShoulderLeft,TRACKED,-0.05941968,0.2215585,2.12221,-0.06178486,0.8065082,-0.57319,-0.1310732,ElbowLeft,TRACKED,-0.1126433,-0.01229746,2.105975,-0.1024653,0.7072981,-0.05550932,-0.6972439,WristLeft,TRACKED,-0.1301538,-0.09617952,1.870327,-0.5112973,0.6940464,0.2670373,-0.4307735,HandLeft,TRACKED,-0.1298405,-0.1389308,1.757711,-0.4887809,0.7095298,0.289205,-0.4171586,ShoulderRight,TRACKED,0.2736928,0.2313948,2.083453,-0.133211,0.7985975,0.5857288,0.03766708,ElbowRight,TRACKED,0.3441905,0.0008539092,2.083049,-0.1068267,0.6877713,0.1021989,0.7107137,WristRight,TRACKED,0.4006429,-0.1637092,1.90549,-0.2811993,0.3927552,-0.2998807,0.8226432,HandRight,TRACKED,0.3075735,-0.1534897,1.73311,0.1863744,-0.4717523,0.7009369,-0.5013998,HipLeft,TRACKED,0.0319129,-0.2525037,1.922484,0.2379816,-0.6855853,0.6868814,-0.03913487,KneeLeft,TRACKED,0.01543987,-0.6128293,1.792524,0.1317682,-0.661604,-0.1128223,0.7295125,AnkleLeft,INFERRED,0.02138874,-1.000968,1.729898,0.04819054,-0.671232,-0.06417415,0.73689,FootLeft,INFERRED,0.00829691,-1.015239,1.581445,0,0,0,0,HipRight,TRACKED,0.183328,-0.2518394,1.908429,-0.2874312,0.6762565,0.6699436,-0.1060002,KneeRight,TRACKED,0.2313729,-0.6182179,1.775817,-0.1680549,0.7187942,-0.071702,0.6707841,AnkleRight,INFERRED,0.2711715,-0.9947689,1.716597,-0.09245958,0.7347401,-0.01388084,0.6718746,FootRight,INFERRED,0.2609823,-1.010129,1.568148,0,0,0,0,SpineShoulder,TRACKED,0.1063824,0.2806476,2.113292,-0.05716829,-0.01140923,0.9890884,0.135299,HandTipLeft,TRACKED,-0.126943,-0.1876713,1.67336,0,0,0,0,ThumbLeft,TRACKED,-0.1920702,-0.1077559,1.7395,0,0,0,0,HandTipRight,TRACKED,0.3130434,-0.1830417,1.656156,0,0,0,0,ThumbRight,TRACKED,0.3682481,-0.1829362,1.7377,0,0,0,0
7,2637256,72057594037954455,INFERRED,UNKNOWN,NOT_TRACKED,UNKNOWN,SpineBase,TRACKED,0.1102426,-0.2579776,1.956293,-0.04236633,-0.009550808,0.9881328,0.1473348,SpineMid,TRACKED,0.1081581,0.05397125,2.051528,-0.05003097,-0.01069354,0.9877743,0.1472563,Neck,TRACKED,0.1055921,0.3532504,2.131999,-0.05777662,-0.01176558,0.9913524,0.1172346,Head,TRACKED,0.1018917,0.4832544,2.171298,0,0,0,0,ShoulderLeft,TRACKED,-0.05869024,0.2212278,2.123573,-0.0608727,0.8064011,-0.5733888,-0.1312907,ElbowLeft,TRACKED,-0.1129875,-0.007728764,2.113891,-0.09616074,0.7079626,-0.0682488,-0.6963363,WristLeft,TRACKED,-0.1301206,-0.09178154,1.878274,-0.551089,0.7963601,-0.1693991,0.1827989,HandLeft,TRACKED,-0.1402486,-0.1273795,1.767385,-0.561529,0.7882883,-0.1800827,0.1756616,ShoulderRight,TRACKED,0.2731846,0.2304142,2.084265,-0.1333105,0.7993829,0.5847102,0.03645942,ElbowRight,TRACKED,0.3443938,0.00027243,2.027941,-0.1857832,0.6855454,0.01923209,0.7036633,WristRight,TRACKED,0.4080288,-0.1837819,1.874953,-0.3554152,0.8093647,-0.04560003,0.4653271,HandRight,TRACKED,0.3190801,-0.1410206,1.728227,0.4191661,-0.550353,0.6672411,-0.2760445,HipLeft,TRACKED,0.03222661,-0.2531364,1.923914,0.2386611,-0.6853864,0.6867684,-0.0404426,KneeLeft,TRACKED,0.01523414,-0.6136249,1.793512,0.1327301,-0.6625721,-0.1125208,0.7285053,AnkleLeft,INFERRED,0.02309413,-1.001412,1.730564,0.04671153,-0.6713418,-0.06615756,0.7367099,FootLeft,INFERRED,0.01018567,-1.015612,1.582067,0,0,0,0,HipRight,TRACKED,0.1837854,-0.2524932,1.910344,-0.2863379,0.6762388,0.6704996,-0.1055548,KneeRight,TRACKED,0.2320041,-0.6220509,1.776882,-0.1674945,0.7178506,-0.07193462,0.6719089,AnkleRight,INFERRED,0.270936,-0.9955508,1.71906,-0.09112377,0.735255,-0.01354181,0.6715008,FootRight,INFERRED,0.2605307,-1.01112,1.570673,0,0,0,0,SpineShoulder,TRACKED,0.106329,0.2799982,2.114383,-0.05786192,-0.011823,0.9891198,0.1347377,HandTipLeft,TRACKED,-0.1597658,-0.1555053,1.689034,0,0,0,0,ThumbLeft,TRACKED,-0.1184353,-0.08523896,1.739579,0,0,0,0,HandTipRight,TRACKED,0.320974,-0.1670297,1.659909,0,0,0,0,ThumbRight,TRACKED,0.3555001,-0.1225844,1.6598,0,0,0,0
8,2967586,72057594037954455,INFERRED,UNKNOWN,NOT_TRACKED,UNKNOWN,SpineBase,TRACKED,0.1106951,-0.2586879,1.957772,-0.0386081,-0.009332805,0.9882688,0.147469,SpineMid,TRACKED,0.1083903,0.0535238,2.053166,-0.04812169,-0.01075225,0.9878513,0.1473723,Neck,TRACKED,0.1056054,0.3530529,2.133788,-0.05775904,-0.01213562,0.9913355,0.1173483,Head,TRACKED,0.1020762,0.4831221,2.173345,0,0,0,0,ShoulderLeft,TRACKED,-0.05795275,0.220816,2.124597,-0.0623835,0.8071988,-0.5723354,-0.1302711,ElbowLeft,TRACKED,-0.117809,-0.01588237,2.095325,0.1292368,-0.7024723,0.04476285,0.698446,WristLeft,TRACKED,-0.1384694,-0.08908887,1.856311,-0.5545014,0.7712746,-0.2158641,0.225979,HandLeft,TRACKED,-0.1528527,-0.1093511,1.764633,-0.574115,0.752973,-0.2524536,0.1992255,ShoulderRight,TRACKED,0.2726669,0.2295783,2.085279,-0.134814,0.8005924,0.5827898,0.03511523,ElbowRight,TRACKED,0.3471319,0.01209118,2.096716,-0.09762193,0.7001841,0.1342138,0.6944054,WristRight,TRACKED,0.3990911,-0.1493899,1.914728,-0.2724995,0.3786833,-0.3181332,0.8253086,HandRight,TRACKED,0.3232335,-0.1226889,1.725123,0.2166242,-0.4111825,0.7196503,-0.515855,HipLeft,TRACKED,0.03248166,-0.253772,1.924857,0.2404017,-0.6850595,0.6863848,-0.04214849,KneeLeft,TRACKED,0.0151639,-0.6139475,1.794584,0.1334564,-0.665225,-0.1117142,0.7260751,AnkleLeft,INFERRED,0.02309367,-1.002061,1.731908,0.04637816,-0.6713786,-0.06591031,0.7367196,FootLeft,INFERRED,0.01019813,-1.016368,1.583444,0,0,0,0,HipRight,TRACKED,0.1844745,-0.2532224,1.91242,-0.2842013,0.6767175,0.671358,-0.1027692,KneeRight,TRACKED,0.2319805,-0.6208783,1.777889,-0.1682849,0.7150738,-0.07448074,0.6743903,AnkleRight,INFERRED,0.2711387,-0.9958858,1.718862,-0.09210198,0.7352344,-0.01432482,0.6713737,FootRight,INFERRED,0.2607013,-1.011164,1.5704,0,0,0,0,SpineShoulder,TRACKED,0.1063977,0.279737,2.116136,-0.05785204,-0.01217666,0.9891015,0.1348445,HandTipLeft,TRACKED,-0.1543668,-0.1439134,1.671377,0,0,0,0,ThumbLeft,TRACKED,-0.1209642,-0.06832086,1.736052,0,0,0,0,HandTipRight,TRACKED,0.3198385,-0.1377414,1.658515,0,0,0,0,ThumbRight,TRACKED,0.3770779,-0.1565738,1.73253,0,0,0,0
